Date,TP,Consumption(kWh),SolarGen(kWh),CI(g/kWh),CE_with_solar(kg),CE_without_solar(kg)
2022-12-06,18:00,80.928,9.445,36.616,2.617,2.963
2022-12-06,18:30,80.376,9.445,36.979,2.623,2.972
2022-12-06,19:00,80.4,3.875,37.712,2.886,3.032
2022-12-06,19:30,80.064,3.875,38.656,2.945,3.095
2022-12-06,20:00,80.184,0.45,39.476,3.148,3.165
2022-12-06,20:30,79.944,0.45,39.698,3.156,3.174
2022-12-06,21:00,80.448,0.0,40.945,3.294,3.294
2022-12-06,21:30,81.72,0.0,41.718,3.409,3.409
2022-12-06,22:00,81.672,0.0,31.237,2.551,2.551
2022-12-06,22:30,82.104,0.0,27.539,2.261,2.261
2022-12-06,23:00,80.904,0.0,28.054,2.27,2.27
2022-12-06,23:30,79.92,0.0,28.779,2.3,2.3
2022-12-07,00:00,80.016,0.0,30.149,2.412,2.412
2022-12-07,00:30,79.896,0.0,31.148,2.489,2.489
2022-12-07,01:00,79.728,0.0,32.08,2.558,2.558
2022-12-07,01:30,79.824,0.0,32.949,2.63,2.63
2022-12-07,02:00,79.584,0.0,33.213,2.643,2.643
2022-12-07,02:30,79.608,0.0,34.086,2.714,2.714
2022-12-07,03:00,79.584,0.0,34.238,2.725,2.725
2022-12-07,03:30,79.536,0.0,34.488,2.743,2.743
2022-12-07,04:00,79.584,0.0,34.527,2.748,2.748
2022-12-07,04:30,79.728,0.0,33.718,2.688,2.688
2022-12-07,05:00,79.512,0.0,31.71,2.521,2.521
2022-12-07,05:30,79.56,0.0,29.842,2.374,2.374
2022-12-07,06:00,79.32,0.845,40.067,3.144,3.178
2022-12-07,06:30,79.224,0.845,39.425,3.09,3.123
2022-12-07,07:00,79.248,5.255,36.205,2.679,2.869
2022-12-07,07:30,79.344,5.255,34.916,2.587,2.77
2022-12-07,08:00,79.752,10.64,34.057,2.354,2.716
2022-12-07,08:30,79.488,10.64,34.077,2.346,2.709
2022-12-07,09:00,79.704,16.115,39.007,2.48,3.109
2022-12-07,09:30,79.752,16.115,40.801,2.596,3.254
2022-12-07,10:00,79.848,20.865,41.18,2.429,3.288
2022-12-07,10:30,80.016,20.865,42.155,2.493,3.373
2022-12-07,11:00,79.728,24.405,40.673,2.25,3.243
2022-12-07,11:30,79.944,24.405,41.656,2.314,3.33
2022-12-07,12:00,80.04,24.955,41.309,2.275,3.306
2022-12-07,12:30,79.992,24.955,40.862,2.249,3.269
2022-12-07,13:00,80.016,24.955,41.737,2.298,3.34
2022-12-07,13:30,82.656,24.955,41.561,2.398,3.435
2022-12-07,14:00,83.928,24.955,41.181,2.429,3.456
2022-12-07,14:30,83.592,24.955,41.867,2.455,3.5
2022-12-07,15:00,83.664,23.045,41.377,2.508,3.462
2022-12-07,15:30,82.44,23.045,42.565,2.528,3.509
2022-12-07,16:00,82.032,19.03,33.953,2.139,2.785
2022-12-07,16:30,80.568,19.03,30.635,1.885,2.468
2022-12-07,17:00,80.592,14.205,30.645,2.034,2.47
2022-12-07,17:30,81.024,14.205,32.529,2.174,2.636
2022-12-07,18:00,80.688,8.57,35.599,2.567,2.872
2022-12-07,18:30,80.736,8.57,35.542,2.565,2.87
2022-12-07,19:00,80.832,3.58,36.377,2.81,2.94
2022-12-07,19:30,80.616,3.58,37.157,2.862,2.995
2022-12-07,20:00,80.496,0.485,38.354,3.069,3.087
2022-12-07,20:30,80.376,0.485,38.539,3.079,3.098
2022-12-07,21:00,80.4,0.0,38.855,3.124,3.124
2022-12-07,21:30,80.808,0.0,39.879,3.223,3.223
2022-12-07,22:00,80.472,0.0,28.871,2.323,2.323
2022-12-07,22:30,80.472,0.0,26.462,2.129,2.129
2022-12-07,23:00,80.664,0.0,27.829,2.245,2.245
2022-12-07,23:30,80.16,0.0,29.3,2.349,2.349
2022-12-08,00:00,80.424,0.0,30.85,2.481,2.481
2022-12-08,00:30,80.904,0.0,31.701,2.565,2.565
2022-12-08,01:00,80.136,0.0,32.251,2.584,2.584
2022-12-08,01:30,80.472,0.0,32.306,2.6,2.6
2022-12-08,02:00,80.136,0.0,32.671,2.618,2.618
2022-12-08,02:30,80.184,0.0,33.079,2.652,2.652
2022-12-08,03:00,80.4,0.0,34.992,2.813,2.813
2022-12-08,03:30,80.016,0.0,38.116,3.05,3.05
2022-12-08,04:00,80.304,0.0,39.966,3.209,3.209
2022-12-08,04:30,80.16,0.0,42.77,3.428,3.428
2022-12-08,05:00,80.016,0.0,42.757,3.421,3.421
2022-12-08,05:30,80.16,0.0,48.74,3.907,3.907
2022-12-08,06:00,79.848,0.645,49.769,3.942,3.974
2022-12-08,06:30,80.28,0.645,47.261,3.764,3.794
2022-12-08,07:00,80.136,1.405,43.359,3.414,3.475
2022-12-08,07:30,79.992,1.405,41.114,3.231,3.289
2022-12-08,08:00,80.232,3.325,40.313,3.1,3.234
2022-12-08,08:30,80.544,3.325,40.831,3.153,3.289
2022-12-08,09:00,80.472,3.83,40.966,3.14,3.297
2022-12-08,09:30,81.552,3.83,38.183,2.968,3.114
2022-12-08,10:00,81.864,4.52,34.521,2.67,2.826
2022-12-08,10:30,81.696,4.52,28.516,2.201,2.33
2022-12-08,11:00,82.032,4.475,31.427,2.437,2.578
2022-12-08,11:30,81.912,4.475,29.026,2.248,2.378
2022-12-08,12:00,82.008,4.545,29.09,2.253,2.386
2022-12-08,12:30,82.464,4.545,29.35,2.287,2.42
2022-12-08,13:00,82.368,5.27,33.331,2.57,2.745
2022-12-08,13:30,82.296,5.27,33.942,2.614,2.793
2022-12-08,14:00,82.464,5.72,33.751,2.59,2.783
2022-12-08,14:30,82.344,5.72,33.832,2.592,2.786
2022-12-08,15:00,82.56,6.03,32.773,2.508,2.706
2022-12-08,15:30,82.68,6.03,32.508,2.492,2.688
2022-12-08,16:00,81.0,4.765,32.569,2.483,2.638
2022-12-08,16:30,81.12,4.765,37.137,2.836,3.013
2022-12-08,17:00,81.72,3.435,38.511,3.015,3.147
2022-12-08,17:30,81.12,3.435,38.071,2.958,3.088
2022-12-08,18:00,80.808,2.58,38.038,2.976,3.074
2022-12-08,18:30,81.12,2.58,38.579,3.03,3.129
2022-12-08,19:00,81.12,1.33,34.273,2.735,2.78
2022-12-08,19:30,80.856,1.33,30.476,2.424,2.464
2022-12-08,20:00,80.856,0.13,30.014,2.423,2.427
2022-12-08,20:30,81.0,0.13,30.559,2.471,2.475
2022-12-08,21:00,80.952,0.0,30.738,2.488,2.488
2022-12-08,21:30,81.024,0.0,31.063,2.517,2.517
2022-12-08,22:00,81.096,0.0,25.394,2.059,2.059
2022-12-08,22:30,81.096,0.0,25.733,2.087,2.087
2022-12-08,23:00,81.048,0.0,26.762,2.169,2.169
2022-12-08,23:30,80.832,0.0,28.5,2.304,2.304
2022-12-09,00:00,81.12,0.0,29.815,2.419,2.419
2022-12-09,00:30,80.904,0.0,30.868,2.497,2.497
2022-12-09,01:00,80.904,0.0,31.793,2.572,2.572
2022-12-09,01:30,80.688,0.0,32.277,2.604,2.604
2022-12-09,02:00,80.808,0.0,33.614,2.716,2.716
2022-12-09,02:30,80.952,0.0,34.03,2.755,2.755
2022-12-09,03:00,80.664,0.0,33.811,2.727,2.727
2022-12-09,03:30,80.64,0.0,34.449,2.778,2.778
2022-12-09,04:00,80.616,0.0,33.821,2.727,2.727
2022-12-09,04:30,80.736,0.0,32.687,2.639,2.639
2022-12-09,05:00,80.88,0.0,30.759,2.488,2.488
2022-12-09,05:30,80.688,0.0,29.219,2.358,2.358
2022-12-09,06:00,80.472,0.31,27.309,2.189,2.198
2022-12-09,06:30,80.352,0.31,29.507,2.362,2.371
2022-12-09,07:00,80.592,0.99,27.372,2.179,2.206
2022-12-09,07:30,80.76,0.99,26.168,2.087,2.113
2022-12-09,08:00,80.736,1.805,25.813,2.037,2.084
2022-12-09,08:30,80.712,1.805,25.828,2.038,2.085
2022-12-09,09:00,80.592,2.53,25.808,2.015,2.08
2022-12-09,09:30,80.952,2.53,25.894,2.031,2.096
2022-12-09,10:00,81.096,3.275,31.754,2.471,2.575
2022-12-09,10:30,81.264,3.275,28.428,2.217,2.31
2022-12-09,11:00,80.784,3.775,28.35,2.183,2.29
2022-12-09,11:30,81.144,3.775,29.191,2.258,2.369
2022-12-09,12:00,81.288,4.12,28.993,2.237,2.357
2022-12-09,12:30,80.64,4.12,29.306,2.242,2.363
2022-12-09,13:00,80.208,4.24,29.502,2.241,2.366
2022-12-09,13:30,80.16,4.24,29.552,2.244,2.369
2022-12-09,14:00,80.256,3.905,24.2,1.848,1.942
2022-12-09,14:30,80.424,3.905,25.391,1.943,2.042
2022-12-09,15:00,80.544,3.275,26.691,2.062,2.15
2022-12-09,15:30,80.592,3.275,26.805,2.072,2.16
2022-12-09,16:00,80.64,2.985,26.898,2.089,2.169
2022-12-09,16:30,80.808,2.985,26.555,2.067,2.146
2022-12-09,17:00,80.64,2.3,26.647,2.087,2.149
2022-12-09,17:30,80.832,2.3,26.651,2.093,2.154
2022-12-09,18:00,80.784,1.555,26.947,2.135,2.177
2022-12-09,18:30,80.712,1.555,27.694,2.192,2.235
2022-12-09,19:00,80.76,0.86,23.255,1.858,1.878
2022-12-09,19:30,80.64,0.86,23.36,1.864,1.884
2022-12-09,20:00,80.592,0.12,23.975,1.929,1.932
2022-12-09,20:30,80.376,0.12,23.803,1.91,1.913
2022-12-09,21:00,80.736,0.0,24.268,1.959,1.959
2022-12-09,21:30,80.616,0.0,24.814,2.0,2.0
2022-12-09,22:00,80.664,0.0,26.17,2.111,2.111
2022-12-09,22:30,80.496,0.0,27.39,2.205,2.205
2022-12-09,23:00,80.52,0.0,27.841,2.242,2.242
2022-12-09,23:30,80.592,0.0,28.355,2.285,2.285
2022-12-10,00:00,80.592,0.0,29.735,2.396,2.396
2022-12-10,00:30,80.376,0.0,30.404,2.444,2.444
2022-12-10,01:00,80.424,0.0,31.305,2.518,2.518
2022-12-10,01:30,80.304,0.0,31.971,2.567,2.567
2022-12-10,02:00,80.4,0.0,33.177,2.667,2.667
2022-12-10,02:30,80.544,0.0,32.985,2.657,2.657
2022-12-10,03:00,80.376,0.0,33.747,2.712,2.712
2022-12-10,03:30,80.328,0.0,33.884,2.722,2.722
2022-12-10,04:00,80.232,0.0,33.827,2.714,2.714
2022-12-10,04:30,80.256,0.0,33.179,2.663,2.663
2022-12-10,05:00,80.016,0.0,31.972,2.558,2.558
2022-12-10,05:30,79.944,0.0,30.695,2.454,2.454
2022-12-10,06:00,80.232,0.185,29.354,2.35,2.355
2022-12-10,06:30,79.92,0.185,28.033,2.235,2.24
2022-12-10,07:00,80.04,0.69,26.806,2.127,2.146
2022-12-10,07:30,79.944,0.69,25.884,2.051,2.069
2022-12-10,08:00,80.472,1.01,29.628,2.354,2.384
2022-12-10,08:30,80.208,1.01,29.284,2.319,2.349
2022-12-10,09:00,80.52,3.165,28.6,2.212,2.303
2022-12-10,09:30,80.664,3.165,28.472,2.207,2.297
2022-12-10,10:00,80.712,5.9,28.281,2.116,2.283
2022-12-10,10:30,80.568,5.9,23.809,1.778,1.918
2022-12-10,11:00,80.928,4.085,23.523,1.808,1.904
2022-12-10,11:30,81.216,4.085,23.914,1.844,1.942
2022-12-10,12:00,81.048,9.065,24.155,1.739,1.958
2022-12-10,12:30,81.72,9.065,24.537,1.783,2.005
2022-12-10,13:00,81.576,24.865,24.646,1.398,2.011
2022-12-10,13:30,81.528,24.865,24.85,1.408,2.026
2022-12-10,14:00,82.08,15.23,24.71,1.652,2.028
2022-12-10,14:30,82.296,15.23,24.405,1.637,2.008
2022-12-10,15:00,81.864,20.925,24.138,1.471,1.976
2022-12-10,15:30,81.96,20.925,23.935,1.461,1.962
2022-12-10,16:00,82.296,21.905,28.421,1.716,2.339
2022-12-10,16:30,82.296,21.905,28.837,1.741,2.373
2022-12-10,17:00,82.488,11.615,28.451,2.016,2.347
2022-12-10,17:30,82.656,11.615,28.05,1.993,2.318
2022-12-10,18:00,82.632,5.255,28.214,2.183,2.331
2022-12-10,18:30,82.776,5.255,28.238,2.189,2.337
2022-12-10,19:00,82.584,3.485,28.278,2.237,2.335
2022-12-10,19:30,82.512,3.485,28.524,2.254,2.354
2022-12-10,20:00,82.512,0.6,24.403,1.999,2.014
2022-12-10,20:30,82.488,0.6,24.442,2.002,2.016
2022-12-10,21:00,82.56,0.0,24.528,2.025,2.025
2022-12-10,21:30,82.704,0.0,25.087,2.075,2.075
2022-12-10,22:00,81.528,0.0,26.05,2.124,2.124
2022-12-10,22:30,81.744,0.0,27.765,2.27,2.27
2022-12-10,23:00,81.816,0.0,28.401,2.324,2.324
2022-12-10,23:30,81.816,0.0,29.429,2.408,2.408
2022-12-11,00:00,81.192,0.0,30.748,2.496,2.496
2022-12-11,00:30,81.192,0.0,31.499,2.557,2.557
2022-12-11,01:00,81.456,0.0,32.249,2.627,2.627
2022-12-11,01:30,81.24,0.0,33.211,2.698,2.698
2022-12-11,02:00,81.168,0.0,33.399,2.711,2.711
2022-12-11,02:30,81.192,0.0,33.655,2.733,2.733
2022-12-11,03:00,80.904,0.0,32.971,2.668,2.668
2022-12-11,03:30,80.784,0.0,33.406,2.699,2.699
2022-12-11,04:00,80.352,0.0,33.062,2.657,2.657
2022-12-11,04:30,80.712,0.0,33.063,2.669,2.669
2022-12-11,05:00,80.736,0.0,33.42,2.698,2.698
2022-12-11,05:30,80.568,0.0,32.563,2.624,2.624
2022-12-11,06:00,80.424,1.135,31.4,2.49,2.525
2022-12-11,06:30,80.496,1.135,30.198,2.397,2.431
2022-12-11,07:00,80.4,3.09,28.988,2.241,2.331
2022-12-11,07:30,80.352,3.09,28.033,2.166,2.252
2022-12-11,08:00,80.328,5.705,31.646,2.361,2.542
2022-12-11,08:30,80.976,5.705,31.26,2.353,2.531
2022-12-11,09:00,80.736,11.76,30.217,2.084,2.44
2022-12-11,09:30,80.736,11.76,29.566,2.039,2.387
2022-12-11,10:00,80.928,12.945,29.455,2.002,2.384
2022-12-11,10:30,80.928,12.945,29.408,1.999,2.38
2022-12-11,11:00,81.216,11.77,29.63,2.058,2.406
2022-12-11,11:30,81.528,11.77,29.719,2.073,2.423
2022-12-11,12:00,81.384,11.11,25.099,1.764,2.043
2022-12-11,12:30,81.432,11.11,24.871,1.749,2.025
2022-12-11,13:00,81.648,13.735,25.026,1.7,2.043
2022-12-11,13:30,80.496,13.735,25.278,1.688,2.035
2022-12-11,14:00,81.84,14.455,25.071,1.689,2.052
2022-12-11,14:30,81.024,14.455,24.888,1.657,2.017
2022-12-11,15:00,81.504,10.49,25.036,1.778,2.041
2022-12-11,15:30,81.84,10.49,25.016,1.785,2.047
2022-12-11,16:00,81.504,6.91,28.732,2.143,2.342
2022-12-11,16:30,81.528,6.91,29.13,2.174,2.375
2022-12-11,17:00,81.576,1.425,28.404,2.277,2.317
2022-12-11,17:30,81.432,1.425,27.657,2.213,2.252
2022-12-11,18:00,80.976,1.06,27.306,2.182,2.211
2022-12-11,18:30,81.432,1.06,27.335,2.197,2.226
2022-12-11,19:00,81.504,1.215,27.664,2.221,2.255
2022-12-11,19:30,81.552,1.215,27.955,2.246,2.28
2022-12-11,20:00,81.36,0.125,23.369,1.898,1.901
2022-12-11,20:30,81.24,0.125,23.435,1.901,1.904
2022-12-11,21:00,81.264,0.0,23.924,1.944,1.944
2022-12-11,21:30,80.784,0.0,24.371,1.969,1.969
2022-12-11,22:00,81.336,0.0,25.34,2.061,2.061
2022-12-11,22:30,81.36,0.0,26.451,2.152,2.152
2022-12-11,23:00,81.288,0.0,27.46,2.232,2.232
2022-12-11,23:30,81.24,0.0,28.69,2.331,2.331
2022-12-12,00:00,81.048,0.0,29.731,2.41,2.41
2022-12-12,00:30,80.688,0.0,30.267,2.442,2.442
2022-12-12,01:00,80.712,0.0,30.793,2.485,2.485
2022-12-12,01:30,80.712,0.0,33.65,2.716,2.716
2022-12-12,02:00,80.688,0.0,36.429,2.939,2.939
2022-12-12,02:30,80.592,0.0,38.97,3.141,3.141
2022-12-12,03:00,80.616,0.0,42.944,3.462,3.462
2022-12-12,03:30,80.424,0.0,47.135,3.791,3.791
2022-12-12,04:00,80.472,0.0,55.684,4.481,4.481
2022-12-12,04:30,80.376,0.0,59.875,4.813,4.813
2022-12-12,05:00,80.688,0.0,58.278,4.702,4.702
2022-12-12,05:30,79.968,0.0,54.401,4.35,4.35
2022-12-12,06:00,80.088,0.495,49.82,3.965,3.99
2022-12-12,06:30,80.16,0.495,46.31,3.689,3.712
2022-12-12,07:00,80.184,1.46,42.845,3.373,3.435
2022-12-12,07:30,80.304,1.46,40.997,3.232,3.292
2022-12-12,08:00,80.424,3.165,40.225,3.108,3.235
2022-12-12,08:30,80.448,3.165,43.271,3.344,3.481
2022-12-12,09:00,80.616,4.02,46.34,3.549,3.736
2022-12-12,09:30,80.616,4.02,54.479,4.173,4.392
2022-12-12,10:00,80.712,5.03,46.458,3.516,3.75
2022-12-12,10:30,80.88,5.03,43.745,3.318,3.538
2022-12-12,11:00,80.928,5.155,47.097,3.569,3.811
2022-12-12,11:30,81.168,5.155,44.508,3.383,3.613
2022-12-12,12:00,81.528,5.64,52.77,4.005,4.302
2022-12-12,12:30,81.36,5.64,56.982,4.315,4.636
2022-12-12,13:00,81.576,5.31,63.15,4.816,5.152
2022-12-12,13:30,81.48,5.31,62.73,4.778,5.111
2022-12-12,14:00,81.456,4.685,66.635,5.116,5.428
2022-12-12,14:30,81.48,4.685,61.256,4.704,4.991
2022-12-12,15:00,81.504,5.13,58.76,4.488,4.789
2022-12-12,15:30,81.384,5.13,58.456,4.457,4.757
2022-12-12,16:00,81.24,4.525,64.1,4.917,5.207
2022-12-12,16:30,81.552,4.525,64.583,4.975,5.267
2022-12-12,17:00,81.696,3.46,57.414,4.492,4.69
2022-12-12,17:30,81.504,3.46,62.466,4.875,5.091
2022-12-12,18:00,81.528,2.18,66.92,5.31,5.456
2022-12-12,18:30,81.36,2.18,59.416,4.705,4.834
2022-12-12,19:00,81.192,1.17,56.366,4.51,4.576
2022-12-12,19:30,81.144,1.17,53.485,4.277,4.34
2022-12-12,20:00,81.144,0.135,49.763,4.031,4.038
2022-12-12,20:30,80.616,0.135,46.523,3.744,3.75
2022-12-12,21:00,80.928,0.0,51.489,4.167,4.167
2022-12-12,21:30,81.192,0.0,50.709,4.117,4.117
2022-12-12,22:00,81.12,0.0,50.539,4.1,4.1
2022-12-12,22:30,81.048,0.0,48.409,3.923,3.923
2022-12-12,23:00,80.88,0.0,40.178,3.25,3.25
2022-12-12,23:30,80.928,0.0,26.904,2.177,2.177
2022-12-13,00:00,80.832,0.0,26.544,2.146,2.146
2022-12-13,00:30,80.736,0.0,27.604,2.229,2.229
2022-12-13,01:00,80.592,0.0,28.157,2.269,2.269
2022-12-13,01:30,80.616,0.0,28.875,2.328,2.328
2022-12-13,02:00,80.52,0.0,29.05,2.339,2.339
2022-12-13,02:30,80.616,0.0,29.381,2.369,2.369
2022-12-13,03:00,80.64,0.0,30.317,2.445,2.445
2022-12-13,03:30,80.616,0.0,30.215,2.436,2.436
2022-12-13,04:00,80.448,0.0,29.541,2.377,2.377
2022-12-13,04:30,80.568,0.0,27.907,2.248,2.248
2022-12-13,05:00,80.4,0.0,27.101,2.179,2.179
2022-12-13,05:30,80.184,0.0,35.757,2.867,2.867
2022-12-13,06:00,79.968,0.78,46.007,3.643,3.679
2022-12-13,06:30,80.376,0.78,48.45,3.856,3.894
2022-12-13,07:00,80.208,5.02,47.417,3.565,3.803
2022-12-13,07:30,80.568,5.02,54.424,4.112,4.385
2022-12-13,08:00,80.256,10.495,56.531,3.944,4.537
2022-12-13,08:30,80.304,10.495,56.706,3.959,4.554
2022-12-13,09:00,80.136,16.355,63.172,4.029,5.062
2022-12-13,09:30,80.376,16.355,58.287,3.732,4.685
2022-12-13,10:00,80.616,21.22,66.002,3.92,5.321
2022-12-13,10:30,80.52,21.22,67.636,4.011,5.446
2022-12-13,11:00,80.64,24.835,70.976,3.961,5.724
2022-12-13,11:30,80.688,24.835,67.218,3.754,5.424
2022-12-13,12:00,80.808,24.955,73.196,4.088,5.915
2022-12-13,12:30,80.856,24.955,65.885,3.683,5.327
2022-12-13,13:00,80.952,24.955,64.452,3.609,5.218
2022-12-13,13:30,81.552,24.955,63.474,3.592,5.176
2022-12-13,14:00,81.264,24.955,60.531,3.408,4.919
2022-12-13,14:30,80.832,24.955,54.783,3.061,4.428
2022-12-13,15:00,81.336,22.88,61.513,3.596,5.003
2022-12-13,15:30,81.288,22.88,72.822,4.253,5.92
2022-12-13,16:00,81.288,18.985,67.089,4.18,5.454
2022-12-13,16:30,81.528,18.985,59.179,3.701,4.825
2022-12-13,17:00,81.48,14.115,55.346,3.728,4.51
2022-12-13,17:30,81.6,14.115,59.874,4.041,4.886
2022-12-13,18:00,81.456,8.675,60.751,4.422,4.949
2022-12-13,18:30,81.36,8.675,57.0,4.143,4.637
2022-12-13,19:00,81.12,3.81,55.758,4.311,4.523
2022-12-13,19:30,81.192,3.81,49.1,3.799,3.987
2022-12-13,20:00,81.144,0.585,49.826,4.014,4.043
2022-12-13,20:30,81.36,0.585,59.994,4.846,4.881
2022-12-13,21:00,81.048,0.0,56.366,4.568,4.568
2022-12-13,21:30,81.432,0.0,57.711,4.7,4.7
2022-12-13,22:00,81.288,0.0,56.976,4.631,4.631
2022-12-13,22:30,81.024,0.0,48.538,3.933,3.933
2022-12-13,23:00,81.24,0.0,37.179,3.02,3.02
2022-12-13,23:30,80.784,0.0,26.403,2.133,2.133
2022-12-14,00:00,81.096,0.0,25.484,2.067,2.067
2022-12-14,00:30,81.096,0.0,26.32,2.134,2.134
2022-12-14,01:00,81.048,0.0,26.708,2.165,2.165
2022-12-14,01:30,80.832,0.0,27.252,2.203,2.203
2022-12-14,02:00,81.024,0.0,27.918,2.262,2.262
2022-12-14,02:30,80.976,0.0,28.396,2.299,2.299
2022-12-14,03:00,80.976,0.0,28.438,2.303,2.303
2022-12-14,03:30,80.736,0.0,29.338,2.369,2.369
2022-12-14,04:00,80.904,0.0,34.364,2.78,2.78
2022-12-14,04:30,80.64,0.0,33.857,2.73,2.73
2022-12-14,05:00,80.616,0.0,32.142,2.591,2.591
2022-12-14,05:30,80.352,0.0,32.119,2.581,2.581
2022-12-14,06:00,80.472,0.795,32.023,2.551,2.577
2022-12-14,06:30,80.496,0.795,33.777,2.692,2.719
2022-12-14,07:00,80.304,5.05,35.098,2.641,2.819
2022-12-14,07:30,80.472,5.05,35.164,2.652,2.83
2022-12-14,08:00,80.496,10.8,37.475,2.612,3.017
2022-12-14,08:30,80.736,10.8,38.062,2.662,3.073
2022-12-14,09:00,80.832,17.065,39.563,2.523,3.198
2022-12-14,09:30,81.168,17.065,34.865,2.235,2.83
2022-12-14,10:00,80.904,22.355,39.217,2.296,3.173
2022-12-14,10:30,81.096,22.355,38.788,2.278,3.146
2022-12-14,11:00,81.432,24.955,41.089,2.321,3.346
2022-12-14,11:30,81.84,24.955,38.997,2.218,3.192
2022-12-14,12:00,82.128,24.955,40.272,2.302,3.307
2022-12-14,12:30,82.344,24.955,41.69,2.393,3.433
2022-12-14,13:00,82.272,24.955,39.619,2.271,3.26
2022-12-14,13:30,82.464,24.955,38.345,2.205,3.162
2022-12-14,14:00,82.752,24.955,39.253,2.269,3.248
2022-12-14,14:30,82.272,24.955,39.139,2.243,3.22
2022-12-14,15:00,82.488,24.95,38.853,2.236,3.205
2022-12-14,15:30,82.8,24.95,40.554,2.346,3.358
2022-12-14,16:00,82.536,20.68,35.815,2.215,2.956
2022-12-14,16:30,82.32,20.68,33.334,2.055,2.744
2022-12-14,17:00,82.536,15.36,33.968,2.282,2.804
2022-12-14,17:30,82.704,15.36,33.841,2.279,2.799
2022-12-14,18:00,82.248,9.315,35.066,2.557,2.884
2022-12-14,18:30,81.792,9.315,35.173,2.549,2.877
2022-12-14,19:00,82.296,3.985,34.651,2.714,2.852
2022-12-14,19:30,82.176,3.985,35.442,2.771,2.912
2022-12-14,20:00,82.2,0.71,37.163,3.028,3.055
2022-12-14,20:30,81.984,0.71,37.376,3.038,3.064
2022-12-14,21:00,81.504,0.0,37.994,3.097,3.097
2022-12-14,21:30,82.512,0.0,39.64,3.271,3.271
2022-12-14,22:00,82.08,0.0,40.912,3.358,3.358
2022-12-14,22:30,81.744,0.0,41.512,3.393,3.393
2022-12-14,23:00,81.576,0.0,42.904,3.5,3.5
2022-12-14,23:30,81.864,0.0,31.203,2.554,2.554
2022-12-15,00:00,81.648,0.0,27.67,2.259,2.259
2022-12-15,00:30,81.696,0.0,28.522,2.33,2.33
2022-12-15,01:00,81.768,0.0,29.264,2.393,2.393
2022-12-15,01:30,81.552,0.0,29.973,2.444,2.444
2022-12-15,02:00,80.808,0.0,31.217,2.523,2.523
2022-12-15,02:30,81.504,0.0,31.798,2.592,2.592
2022-12-15,03:00,81.336,0.0,31.952,2.599,2.599
2022-12-15,03:30,81.24,0.0,32.251,2.62,2.62
2022-12-15,04:00,81.192,0.0,32.196,2.614,2.614
2022-12-15,04:30,81.144,0.0,31.273,2.538,2.538
2022-12-15,05:00,81.024,0.0,29.957,2.427,2.427
2022-12-15,05:30,81.024,0.0,41.946,3.399,3.399
2022-12-15,06:00,80.784,0.505,43.999,3.532,3.554
2022-12-15,06:30,80.76,0.505,41.06,3.295,3.316
2022-12-15,07:00,80.616,1.51,38.166,3.019,3.077
2022-12-15,07:30,80.76,1.51,36.563,2.898,2.953
2022-12-15,08:00,80.592,2.295,36.197,2.834,2.917
2022-12-15,08:30,81.096,2.295,35.156,2.77,2.851
2022-12-15,09:00,81.48,1.39,34.998,2.803,2.852
2022-12-15,09:30,81.384,1.39,33.383,2.67,2.717
2022-12-15,10:00,81.384,6.655,33.935,2.536,2.762
2022-12-15,10:30,81.216,6.655,33.846,2.524,2.749
2022-12-15,11:00,81.456,13.385,35.691,2.429,2.907
2022-12-15,11:30,80.88,13.385,37.232,2.513,3.011
2022-12-15,12:00,81.144,19.63,37.136,2.284,3.013
2022-12-15,12:30,81.072,19.63,37.273,2.29,3.022
2022-12-15,13:00,81.552,12.255,35.908,2.488,2.928
2022-12-15,13:30,81.48,12.255,36.151,2.503,2.946
2022-12-15,14:00,82.8,13.05,36.715,2.561,3.04
2022-12-15,14:30,82.92,13.05,39.175,2.737,3.248
2022-12-15,15:00,83.016,10.355,39.764,2.889,3.301
2022-12-15,15:30,82.464,10.355,40.19,2.898,3.314
2022-12-15,16:00,81.336,12.585,39.423,2.71,3.207
2022-12-15,16:30,81.432,12.585,38.223,2.632,3.113
2022-12-15,17:00,82.056,6.68,36.028,2.716,2.956
2022-12-15,17:30,81.528,6.68,36.637,2.742,2.987
2022-12-15,18:00,81.0,4.605,37.473,2.863,3.035
2022-12-15,18:30,81.432,4.605,37.799,2.904,3.078
2022-12-15,19:00,81.312,1.85,38.404,3.052,3.123
2022-12-15,19:30,81.576,1.85,39.246,3.129,3.201
2022-12-15,20:00,81.312,0.125,39.606,3.215,3.22
2022-12-15,20:30,81.192,0.125,39.947,3.238,3.243
2022-12-15,21:00,80.664,0.0,40.081,3.233,3.233
2022-12-15,21:30,81.216,0.0,40.862,3.319,3.319
2022-12-15,22:00,81.432,0.0,42.319,3.446,3.446
2022-12-15,22:30,81.528,0.0,42.563,3.47,3.47
2022-12-15,23:00,81.264,0.0,30.686,2.494,2.494
2022-12-15,23:30,81.528,0.0,27.223,2.219,2.219
2022-12-16,00:00,81.216,0.0,28.602,2.323,2.323
2022-12-16,00:30,81.24,0.0,29.619,2.406,2.406
2022-12-16,01:00,81.024,0.0,30.23,2.449,2.449
2022-12-16,01:30,81.096,0.0,30.997,2.514,2.514
2022-12-16,02:00,80.928,0.0,31.356,2.538,2.538
