Date,TP,Consumption(kWh),SolarGen(kWh),CI(g/kWh),CE_with_solar(kg),CE_without_solar(kg)
2022-01-01,00:00,85.056,0.0,54.625,4.646,4.646
2022-01-01,00:30,85.44,0.0,56.765,4.85,4.85
2022-01-01,01:00,85.32,0.0,57.704,4.923,4.923
2022-01-01,01:30,84.984,0.0,59.396,5.048,5.048
2022-01-01,02:00,85.248,0.0,60.893,5.191,5.191
2022-01-01,02:30,84.792,0.0,63.122,5.352,5.352
2022-01-01,03:00,85.296,0.0,62.142,5.3,5.3
2022-01-01,03:30,84.768,0.0,63.063,5.346,5.346
2022-01-01,04:00,85.128,0.0,64.052,5.453,5.453
2022-01-01,04:30,84.72,0.0,64.02,5.424,5.424
2022-01-01,05:00,85.056,0.0,60.986,5.187,5.187
2022-01-01,05:30,84.432,0.0,58.399,4.931,4.931
2022-01-01,06:00,84.768,0.765,57.396,4.821,4.865
2022-01-01,06:30,84.456,0.765,56.946,4.766,4.809
2022-01-01,07:00,84.744,4.195,55.506,4.471,4.704
2022-01-01,07:30,84.984,4.195,53.181,4.296,4.52
2022-01-01,08:00,84.912,9.185,52.31,3.961,4.442
2022-01-01,08:30,85.512,9.185,49.592,3.785,4.241
2022-01-01,09:00,85.272,14.67,47.127,3.327,4.019
2022-01-01,09:30,84.096,14.67,46.227,3.209,3.887
2022-01-01,10:00,85.968,19.31,46.959,3.13,4.037
2022-01-01,10:30,85.968,19.31,46.691,3.112,4.014
2022-01-01,11:00,85.776,22.11,46.267,2.946,3.969
2022-01-01,11:30,86.544,22.11,46.302,2.983,4.007
2022-01-01,12:00,85.536,21.67,46.426,2.965,3.971
2022-01-01,12:30,85.512,21.67,46.227,2.951,3.953
2022-01-01,13:00,86.424,22.055,46.959,3.023,4.058
2022-01-01,13:30,85.584,22.055,50.966,3.238,4.362
2022-01-01,14:00,85.728,21.785,51.136,3.27,4.384
2022-01-01,14:30,86.112,21.785,47.558,3.059,4.095
2022-01-01,15:00,85.656,20.135,47.29,3.098,4.051
2022-01-01,15:30,86.016,20.135,46.679,3.075,4.015
2022-01-01,16:00,85.776,18.115,46.253,3.13,3.967
2022-01-01,16:30,86.448,18.115,48.162,3.291,4.164
2022-01-01,17:00,85.776,13.61,46.892,3.384,4.022
2022-01-01,17:30,85.968,13.61,45.921,3.323,3.948
2022-01-01,18:00,85.944,9.065,45.429,3.493,3.904
2022-01-01,18:30,85.248,9.065,46.57,3.548,3.97
2022-01-01,19:00,86.496,4.245,47.776,3.93,4.132
2022-01-01,19:30,85.56,4.245,47.447,3.858,4.06
2022-01-01,20:00,85.8,0.855,47.718,4.053,4.094
2022-01-01,20:30,85.152,0.855,49.412,4.165,4.208
2022-01-01,21:00,84.84,0.0,49.159,4.171,4.171
2022-01-01,21:30,85.248,0.0,50.213,4.281,4.281
2022-01-01,22:00,85.224,0.0,51.019,4.348,4.348
2022-01-01,22:30,85.056,0.0,50.638,4.307,4.307
2022-01-01,23:00,85.56,0.0,52.596,4.5,4.5
2022-01-01,23:30,84.528,0.0,53.607,4.531,4.531
2022-01-02,00:00,85.08,0.0,55.429,4.716,4.716
2022-01-02,00:30,84.816,0.0,58.282,4.943,4.943
2022-01-02,01:00,85.248,0.0,60.651,5.17,5.17
2022-01-02,01:30,85.056,0.0,61.594,5.239,5.239
2022-01-02,02:00,84.696,0.0,63.237,5.356,5.356
2022-01-02,02:30,84.984,0.0,63.465,5.394,5.394
2022-01-02,03:00,85.224,0.0,64.126,5.465,5.465
2022-01-02,03:30,85.728,0.0,63.988,5.486,5.486
2022-01-02,04:00,85.056,0.0,63.431,5.395,5.395
2022-01-02,04:30,85.632,0.0,62.691,5.368,5.368
2022-01-02,05:00,85.392,0.0,61.328,5.237,5.237
2022-01-02,05:30,85.248,0.0,59.966,5.112,5.112
2022-01-02,06:00,85.608,0.645,58.549,4.974,5.012
2022-01-02,06:30,84.96,0.645,57.047,4.81,4.847
2022-01-02,07:00,85.44,1.83,55.248,4.619,4.72
2022-01-02,07:30,85.296,1.83,52.832,4.41,4.506
2022-01-02,08:00,85.536,4.36,50.615,4.109,4.329
2022-01-02,08:30,85.536,4.36,48.051,3.901,4.11
2022-01-02,09:00,85.416,5.395,47.499,3.801,4.057
2022-01-02,09:30,85.44,5.395,46.243,3.701,3.951
2022-01-02,10:00,85.512,7.53,46.417,3.62,3.969
2022-01-02,10:30,85.896,7.53,45.618,3.575,3.918
2022-01-02,11:00,85.536,9.685,46.163,3.502,3.949
2022-01-02,11:30,85.92,9.685,47.002,3.583,4.038
2022-01-02,12:00,85.44,10.29,45.804,3.442,3.914
2022-01-02,12:30,85.992,10.29,46.966,3.555,4.039
2022-01-02,13:00,86.4,13.66,46.954,3.415,4.057
2022-01-02,13:30,86.16,13.66,47.309,3.43,4.076
2022-01-02,14:00,86.592,10.5,46.182,3.514,3.999
2022-01-02,14:30,86.904,10.5,46.066,3.52,4.003
2022-01-02,15:00,86.568,9.55,46.053,3.547,3.987
2022-01-02,15:30,86.304,9.55,45.24,3.472,3.904
2022-01-02,16:00,86.808,7.94,45.043,3.552,3.91
2022-01-02,16:30,86.64,7.94,47.985,3.776,4.157
2022-01-02,17:00,86.976,5.625,47.743,3.884,4.153
2022-01-02,17:30,86.784,5.625,47.662,3.868,4.136
2022-01-02,18:00,86.328,3.17,49.586,4.123,4.281
2022-01-02,18:30,86.736,3.17,53.308,4.455,4.624
2022-01-02,19:00,86.592,0.915,52.268,4.478,4.526
2022-01-02,19:30,86.664,0.915,49.437,4.239,4.284
2022-01-02,20:00,86.592,0.2,52.918,4.572,4.582
2022-01-02,20:30,85.704,0.2,49.925,4.269,4.279
2022-01-02,21:00,87.744,0.0,50.604,4.44,4.44
2022-01-02,21:30,86.52,0.0,51.231,4.433,4.433
2022-01-02,22:00,87.168,0.0,52.716,4.595,4.595
2022-01-02,22:30,86.664,0.0,54.37,4.712,4.712
2022-01-02,23:00,86.328,0.0,53.433,4.613,4.613
2022-01-02,23:30,86.208,0.0,54.455,4.694,4.694
2022-01-03,00:00,86.664,0.0,55.06,4.772,4.772
2022-01-03,00:30,87.12,0.0,57.503,5.01,5.01
2022-01-03,01:00,85.392,0.0,59.718,5.099,5.099
2022-01-03,01:30,86.328,0.0,60.159,5.193,5.193
2022-01-03,02:00,86.328,0.0,61.193,5.283,5.283
2022-01-03,02:30,86.616,0.0,62.443,5.409,5.409
2022-01-03,03:00,85.824,0.0,62.584,5.371,5.371
2022-01-03,03:30,85.896,0.0,63.248,5.433,5.433
2022-01-03,04:00,85.632,0.0,62.849,5.382,5.382
2022-01-03,04:30,86.4,0.0,62.603,5.409,5.409
2022-01-03,05:00,85.656,0.0,60.993,5.224,5.224
2022-01-03,05:30,85.944,0.0,58.897,5.062,5.062
2022-01-03,06:00,85.776,0.15,57.256,4.903,4.911
2022-01-03,06:30,85.08,0.15,55.57,4.72,4.728
2022-01-03,07:00,85.992,3.55,54.226,4.471,4.663
2022-01-03,07:30,85.776,3.55,51.304,4.219,4.401
2022-01-03,08:00,85.8,6.945,50.234,3.961,4.31
2022-01-03,08:30,86.04,6.945,52.396,4.144,4.508
2022-01-03,09:00,86.52,6.23,56.151,4.508,4.858
2022-01-03,09:30,86.856,6.23,55.522,4.477,4.822
2022-01-03,10:00,86.712,6.835,56.304,4.497,4.882
2022-01-03,10:30,86.928,6.835,55.268,4.427,4.804
2022-01-03,11:00,87.288,9.855,54.285,4.203,4.738
2022-01-03,11:30,87.288,9.855,56.728,4.393,4.952
2022-01-03,12:00,87.192,20.58,57.665,3.841,5.028
2022-01-03,12:30,87.336,20.58,56.215,3.753,4.91
2022-01-03,13:00,87.576,24.955,56.083,3.512,4.912
2022-01-03,13:30,87.72,24.955,57.453,3.606,5.04
2022-01-03,14:00,87.912,24.955,55.83,3.515,4.908
2022-01-03,14:30,87.816,24.955,56.777,3.569,4.986
2022-01-03,15:00,87.312,15.175,58.861,4.246,5.139
2022-01-03,15:30,87.888,15.175,58.537,4.256,5.145
2022-01-03,16:00,89.232,8.0,58.305,4.736,5.203
2022-01-03,16:30,87.96,8.0,57.448,4.594,5.053
2022-01-03,17:00,88.296,1.455,59.212,5.142,5.228
2022-01-03,17:30,87.72,1.455,60.282,5.2,5.288
2022-01-03,18:00,88.776,3.75,61.188,5.203,5.432
2022-01-03,18:30,88.224,3.75,61.833,5.223,5.455
2022-01-03,19:00,87.384,3.235,62.856,5.289,5.493
2022-01-03,19:30,87.168,3.235,62.9,5.279,5.483
2022-01-03,20:00,86.712,0.82,63.413,5.447,5.499
2022-01-03,20:30,86.928,0.82,62.302,5.365,5.416
2022-01-03,21:00,87.264,0.0,61.223,5.343,5.343
2022-01-03,21:30,86.52,0.0,59.54,5.151,5.151
2022-01-03,22:00,86.832,0.0,60.509,5.254,5.254
2022-01-03,22:30,86.616,0.0,60.871,5.272,5.272
2022-01-03,23:00,86.424,0.0,58.471,5.053,5.053
2022-01-03,23:30,86.4,0.0,61.247,5.292,5.292
2022-01-04,00:00,86.376,0.0,57.624,4.977,4.977
2022-01-04,00:30,86.184,0.0,57.589,4.963,4.963
2022-01-04,01:00,86.256,0.0,61.179,5.277,5.277
2022-01-04,01:30,86.304,0.0,61.073,5.271,5.271
2022-01-04,02:00,86.136,0.0,61.72,5.316,5.316
2022-01-04,02:30,86.472,0.0,62.257,5.383,5.383
2022-01-04,03:00,85.896,0.0,62.552,5.373,5.373
2022-01-04,03:30,86.088,0.0,63.35,5.454,5.454
2022-01-04,04:00,86.136,0.0,63.774,5.493,5.493
2022-01-04,04:30,85.32,0.0,62.632,5.344,5.344
2022-01-04,05:00,85.896,0.0,60.13,5.165,5.165
2022-01-04,05:30,85.704,0.0,58.475,5.012,5.012
2022-01-04,06:00,85.728,0.575,56.943,4.849,4.882
2022-01-04,06:30,85.416,0.575,55.344,4.695,4.727
2022-01-04,07:00,85.776,2.43,57.414,4.785,4.925
2022-01-04,07:30,85.272,2.43,56.493,4.68,4.817
2022-01-04,08:00,85.944,6.99,56.043,4.425,4.817
2022-01-04,08:30,85.56,6.99,57.615,4.527,4.93
2022-01-04,09:00,85.968,7.68,58.985,4.618,5.071
2022-01-04,09:30,86.112,7.68,65.418,5.131,5.633
2022-01-04,10:00,86.112,3.725,67.939,5.597,5.85
2022-01-04,10:30,86.112,3.725,67.815,5.587,5.84
2022-01-04,11:00,86.496,8.36,65.186,5.093,5.638
2022-01-04,11:30,86.52,8.36,66.453,5.194,5.75
2022-01-04,12:00,86.952,10.955,66.976,5.09,5.824
2022-01-04,12:30,86.88,10.955,67.23,5.104,5.841
2022-01-04,13:00,86.76,11.79,70.3,5.27,6.099
2022-01-04,13:30,87.024,11.79,70.573,5.309,6.142
2022-01-04,14:00,87.24,7.4,70.13,5.599,6.118
2022-01-04,14:30,87.096,7.4,67.42,5.373,5.872
2022-01-04,15:00,87.024,20.295,68.141,4.547,5.93
2022-01-04,15:30,87.288,20.295,62.985,4.22,5.498
2022-01-04,16:00,87.192,24.955,62.45,3.887,5.445
2022-01-04,16:30,87.624,24.955,64.597,4.048,5.66
2022-01-04,17:00,87.456,15.585,68.337,4.911,5.976
2022-01-04,17:30,87.24,15.585,69.176,4.957,6.035
2022-01-04,18:00,87.384,11.055,66.562,5.081,5.816
2022-01-04,18:30,88.104,11.055,64.597,4.977,5.691
2022-01-04,19:00,86.496,4.405,61.94,5.085,5.358
2022-01-04,19:30,87.6,4.405,55.983,4.658,4.904
2022-01-04,20:00,87.192,0.87,55.567,4.797,4.845
2022-01-04,20:30,86.28,0.87,53.831,4.598,4.645
2022-01-04,21:00,87.24,0.0,54.086,4.718,4.718
2022-01-04,21:30,86.424,0.0,54.052,4.671,4.671
2022-01-04,22:00,87.0,0.0,51.725,4.5,4.5
2022-01-04,22:30,86.976,0.0,53.569,4.659,4.659
2022-01-04,23:00,86.088,0.0,57.69,4.966,4.966
2022-01-04,23:30,86.328,0.0,58.52,5.052,5.052
2022-01-05,00:00,86.832,0.0,53.688,4.662,4.662
2022-01-05,00:30,86.4,0.0,54.018,4.667,4.667
2022-01-05,01:00,86.616,0.0,56.029,4.853,4.853
2022-01-05,01:30,85.632,0.0,58.141,4.979,4.979
2022-01-05,02:00,86.04,0.0,58.049,4.995,4.995
2022-01-05,02:30,85.944,0.0,59.613,5.123,5.123
2022-01-05,03:00,86.544,0.0,59.224,5.125,5.125
2022-01-05,03:30,85.728,0.0,58.987,5.057,5.057
2022-01-05,04:00,85.752,0.0,58.915,5.052,5.052
2022-01-05,04:30,85.776,0.0,57.908,4.967,4.967
2022-01-05,05:00,85.824,0.0,55.882,4.796,4.796
2022-01-05,05:30,85.488,0.0,54.698,4.676,4.676
2022-01-05,06:00,86.088,0.125,53.179,4.571,4.578
2022-01-05,06:30,85.68,0.125,56.866,4.865,4.872
2022-01-05,07:00,85.296,0.49,61.382,5.206,5.236
2022-01-05,07:30,85.92,0.49,61.07,5.217,5.247
2022-01-05,08:00,85.272,4.51,59.684,4.82,5.089
2022-01-05,08:30,85.728,4.51,57.964,4.708,4.969
2022-01-05,09:00,85.584,7.53,56.737,4.429,4.856
2022-01-05,09:30,85.848,7.53,54.684,4.283,4.695
2022-01-05,10:00,85.944,13.755,54.551,3.938,4.688
2022-01-05,10:30,86.208,13.755,54.028,3.915,4.658
2022-01-05,11:00,86.256,10.19,54.515,4.147,4.702
2022-01-05,11:30,86.232,10.19,56.64,4.307,4.884
2022-01-05,12:00,86.904,8.62,59.288,4.641,5.152
2022-01-05,12:30,87.72,8.62,57.555,4.553,5.049
2022-01-05,13:00,86.76,8.41,61.543,4.822,5.339
2022-01-05,13:30,89.304,8.41,60.033,4.856,5.361
2022-01-05,14:00,90.744,5.195,65.624,5.614,5.955
2022-01-05,14:30,89.952,5.195,66.665,5.65,5.997
2022-01-05,15:00,87.0,16.8,65.612,4.606,5.708
2022-01-05,15:30,88.656,16.8,64.516,4.636,5.72
2022-01-05,16:00,87.84,17.18,65.975,4.662,5.795
2022-01-05,16:30,87.72,17.18,65.639,4.63,5.758
2022-01-05,17:00,88.488,16.27,64.133,4.632,5.675
2022-01-05,17:30,87.048,16.27,67.79,4.798,5.901
2022-01-05,18:00,89.064,11.33,69.363,5.392,6.178
2022-01-05,18:30,87.432,11.33,71.341,5.429,6.237
2022-01-05,19:00,87.648,5.1,72.892,6.017,6.389
2022-01-05,19:30,87.336,5.1,71.398,5.871,6.236
2022-01-05,20:00,86.616,0.715,65.443,5.622,5.668
2022-01-05,20:30,88.08,0.715,60.618,5.296,5.339
2022-01-05,21:00,86.496,0.0,53.95,4.666,4.666
2022-01-05,21:30,86.832,0.0,54.287,4.714,4.714
2022-01-05,22:00,86.904,0.0,56.061,4.872,4.872
2022-01-05,22:30,87.072,0.0,61.773,5.379,5.379
2022-01-05,23:00,85.992,0.0,54.411,4.679,4.679
2022-01-05,23:30,87.12,0.0,55.911,4.871,4.871
2022-01-06,00:00,86.496,0.0,52.026,4.5,4.5
2022-01-06,00:30,86.4,0.0,54.686,4.725,4.725
2022-01-06,01:00,86.16,0.0,56.357,4.856,4.856
2022-01-06,01:30,86.376,0.0,56.117,4.847,4.847
2022-01-06,02:00,85.704,0.0,56.894,4.876,4.876
2022-01-06,02:30,86.784,0.0,57.161,4.961,4.961
2022-01-06,03:00,85.368,0.0,57.462,4.905,4.905
2022-01-06,03:30,85.68,0.0,57.89,4.96,4.96
2022-01-06,04:00,85.272,0.0,57.776,4.927,4.927
2022-01-06,04:30,85.368,0.0,57.153,4.879,4.879
2022-01-06,05:00,85.392,0.0,54.914,4.689,4.689
2022-01-06,05:30,84.696,0.0,52.281,4.428,4.428
2022-01-06,06:00,83.592,0.615,51.38,4.263,4.295
2022-01-06,06:30,84.264,0.615,49.895,4.174,4.204
2022-01-06,07:00,83.88,4.12,52.251,4.168,4.383
2022-01-06,07:30,84.24,4.12,54.575,4.373,4.597
2022-01-06,08:00,83.712,9.39,51.31,3.813,4.295
2022-01-06,08:30,84.24,9.39,49.316,3.691,4.154
2022-01-06,09:00,83.808,15.355,48.889,3.347,4.097
2022-01-06,09:30,83.856,15.355,49.066,3.361,4.114
2022-01-06,10:00,83.736,20.42,49.131,3.111,4.114
2022-01-06,10:30,83.928,20.42,48.505,3.08,4.071
2022-01-06,11:00,83.4,23.82,50.828,3.028,4.239
2022-01-06,11:30,83.4,23.82,49.955,2.976,4.166
2022-01-06,12:00,84.12,24.955,49.847,2.949,4.193
2022-01-06,12:30,83.856,24.955,50.313,2.963,4.219
2022-01-06,13:00,83.616,24.955,54.671,3.207,4.571
2022-01-06,13:30,83.784,24.955,56.151,3.303,4.705
2022-01-06,14:00,83.904,24.955,57.298,3.378,4.807
2022-01-06,14:30,83.88,24.955,56.981,3.358,4.78
2022-01-06,15:00,83.736,23.415,55.611,3.354,4.657
2022-01-06,15:30,84.384,23.415,55.041,3.356,4.645
2022-01-06,16:00,83.88,19.995,54.646,3.491,4.584
2022-01-06,16:30,83.664,19.995,52.798,3.362,4.417
2022-01-06,17:00,84.144,15.205,58.526,4.035,4.925
2022-01-06,17:30,83.568,15.205,59.771,4.086,4.995
2022-01-06,18:00,83.448,9.625,60.549,4.47,5.053
2022-01-06,18:30,83.52,9.625,60.958,4.505,5.091
2022-01-06,19:00,83.712,4.51,62.16,4.923,5.204
2022-01-06,19:30,83.184,4.51,63.866,5.025,5.313
2022-01-06,20:00,83.736,0.73,60.267,5.003,5.047
2022-01-06,20:30,83.16,0.73,60.712,5.004,5.049
2022-01-06,21:00,83.136,0.0,59.941,4.983,4.983
2022-01-06,21:30,83.52,0.0,60.78,5.076,5.076
2022-01-06,22:00,83.616,0.0,63.07,5.274,5.274
2022-01-06,22:30,83.232,0.0,66.126,5.504,5.504
2022-01-06,23:00,83.16,0.0,62.393,5.189,5.189
2022-01-06,23:30,83.352,0.0,64.179,5.349,5.349
2022-01-07,00:00,83.184,0.0,57.553,4.788,4.788
2022-01-07,00:30,83.04,0.0,53.342,4.43,4.43
2022-01-07,01:00,83.256,0.0,54.731,4.557,4.557
2022-01-07,01:30,82.992,0.0,57.939,4.809,4.809
2022-01-07,02:00,82.8,0.0,59.223,4.904,4.904
2022-01-07,02:30,82.848,0.0,60.316,4.997,4.997
2022-01-07,03:00,82.92,0.0,59.105,4.901,4.901
2022-01-07,03:30,82.632,0.0,61.247,5.061,5.061
2022-01-07,04:00,83.208,0.0,59.388,4.942,4.942
2022-01-07,04:30,82.344,0.0,59.575,4.906,4.906
2022-01-07,05:00,82.824,0.0,65.054,5.388,5.388
2022-01-07,05:30,82.728,0.0,62.961,5.209,5.209
2022-01-07,06:00,82.104,0.38,61.661,5.039,5.063
2022-01-07,06:30,82.824,0.38,67.363,5.554,5.579
2022-01-07,07:00,82.224,2.675,67.835,5.396,5.578
2022-01-07,07:30,82.176,2.675,64.642,5.139,5.312
2022-01-07,08:00,82.584,5.935,61.632,4.724,5.09
2022-01-07,08:30,82.392,5.935,59.775,4.57,4.925
2022-01-07,09:00,82.416,8.645,59.04,4.355,4.866
2022-01-07,09:30,82.416,8.645,55.468,4.092,4.571
2022-01-07,10:00,82.752,9.01,55.495,4.092,4.592
2022-01-07,10:30,82.56,9.01,55.35,4.071,4.57
2022-01-07,11:00,82.824,12.475,57.433,4.04,4.757
2022-01-07,11:30,82.896,12.475,58.282,4.104,4.831
2022-01-07,12:00,82.68,13.145,58.306,4.054,4.821
2022-01-07,12:30,83.04,13.145,58.906,4.117,4.892
2022-01-07,13:00,83.232,12.715,54.315,3.83,4.521
2022-01-07,13:30,83.376,12.715,52.726,3.726,4.396
2022-01-07,14:00,83.04,17.63,53.168,3.478,4.415
2022-01-07,14:30,83.4,17.63,53.944,3.548,4.499
2022-01-07,15:00,83.736,17.315,53.909,3.581,4.514
2022-01-07,15:30,84.024,17.315,53.858,3.593,4.525
2022-01-07,16:00,83.976,16.055,57.496,3.905,4.828
2022-01-07,16:30,84.24,16.055,58.069,3.959,4.892
2022-01-07,17:00,85.08,13.665,60.103,4.292,5.114
2022-01-07,17:30,84.312,13.665,60.111,4.247,5.068
2022-01-07,18:00,85.08,9.99,61.732,4.635,5.252
2022-01-07,18:30,84.48,9.99,62.681,4.669,5.295
2022-01-07,19:00,84.456,4.97,63.661,5.06,5.377
2022-01-07,19:30,84.36,4.97,62.89,4.993,5.305
2022-01-07,20:00,84.168,0.61,61.842,5.167,5.205
2022-01-07,20:30,83.928,0.61,68.543,5.711,5.753
2022-01-07,21:00,84.48,0.0,68.988,5.828,5.828
2022-01-07,21:30,83.448,0.0,64.338,5.369,5.369
2022-01-07,22:00,84.744,0.0,66.617,5.645,5.645
2022-01-07,22:30,83.76,0.0,68.617,5.747,5.747
2022-01-07,23:00,83.904,0.0,68.177,5.72,5.72
2022-01-07,23:30,84.264,0.0,62.66,5.28,5.28
2022-01-08,00:00,83.472,0.0,60.586,5.057,5.057
2022-01-08,00:30,83.808,0.0,59.236,4.964,4.964
2022-01-08,01:00,83.328,0.0,60.586,5.049,5.049
2022-01-08,01:30,83.592,0.0,62.124,5.193,5.193
2022-01-08,02:00,83.256,0.0,60.103,5.004,5.004
2022-01-08,02:30,83.664,0.0,60.646,5.074,5.074
2022-01-08,03:00,83.328,0.0,60.798,5.066,5.066
2022-01-08,03:30,83.352,0.0,61.142,5.096,5.096
2022-01-08,04:00,83.064,0.0,61.106,5.076,5.076
2022-01-08,04:30,83.184,0.0,60.802,5.058,5.058
2022-01-08,05:00,83.088,0.0,59.11,4.911,4.911
2022-01-08,05:30,82.488,0.0,56.659,4.674,4.674
2022-01-08,06:00,83.52,0.125,59.797,4.987,4.994
2022-01-08,06:30,82.584,0.125,62.91,5.188,5.195
2022-01-08,07:00,82.776,0.815,61.424,5.034,5.084
2022-01-08,07:30,83.112,0.815,64.713,5.326,5.378
2022-01-08,08:00,82.92,1.61,62.012,5.042,5.142
2022-01-08,08:30,83.832,1.61,62.682,5.154,5.255
2022-01-08,09:00,83.544,2.41,66.247,5.375,5.535
2022-01-08,09:30,83.544,2.41,68.19,5.533,5.697
2022-01-08,10:00,83.952,3.1,65.439,5.291,5.494
2022-01-08,10:30,84.12,3.1,67.131,5.439,5.647
2022-01-08,11:00,83.616,3.705,67.29,5.377,5.627
2022-01-08,11:30,84.288,3.705,69.249,5.58,5.837
2022-01-08,12:00,84.048,3.92,80.133,6.421,6.735
2022-01-08,12:30,84.528,3.92,81.855,6.598,6.919
2022-01-08,13:00,84.552,4.05,80.812,6.506,6.833
2022-01-08,13:30,84.192,4.05,73.219,5.868,6.164
2022-01-08,14:00,84.504,3.76,70.053,5.656,5.92
2022-01-08,14:30,84.816,3.76,70.22,5.692,5.956
2022-01-08,15:00,84.768,3.445,69.304,5.636,5.875
2022-01-08,15:30,84.408,3.445,69.073,5.592,5.83
2022-01-08,16:00,85.248,3.06,68.33,5.616,5.825
2022-01-08,16:30,84.672,3.06,68.31,5.575,5.784
2022-01-08,17:00,85.128,2.515,67.059,5.54,5.709
2022-01-08,17:30,84.888,2.515,66.361,5.466,5.633
2022-01-08,18:00,84.648,1.66,63.622,5.28,5.385
2022-01-08,18:30,84.384,1.66,64.573,5.342,5.449
2022-01-08,19:00,85.56,0.86,66.213,5.608,5.665
2022-01-08,19:30,84.312,0.86,67.219,5.61,5.667
2022-01-08,20:00,85.032,0.275,71.832,6.088,6.108
2022-01-08,20:30,84.072,0.275,72.972,6.115,6.135
2022-01-08,21:00,85.104,0.0,63.575,5.41,5.41
2022-01-08,21:30,85.272,0.0,62.553,5.334,5.334
2022-01-08,22:00,85.44,0.0,62.776,5.364,5.364
2022-01-08,22:30,85.176,0.0,64.273,5.475,5.475
2022-01-08,23:00,85.632,0.0,68.534,5.869,5.869
2022-01-08,23:30,85.248,0.0,66.704,5.686,5.686
2022-01-09,00:00,85.296,0.0,66.411,5.665,5.665
2022-01-09,00:30,85.176,0.0,64.427,5.488,5.488
2022-01-09,01:00,85.272,0.0,63.19,5.388,5.388
2022-01-09,01:30,85.968,0.0,62.085,5.337,5.337
2022-01-09,02:00,84.648,0.0,65.762,5.567,5.567
2022-01-09,02:30,85.344,0.0,64.669,5.519,5.519
2022-01-09,03:00,85.536,0.0,64.976,5.558,5.558
2022-01-09,03:30,84.768,0.0,65.336,5.538,5.538
2022-01-09,04:00,85.656,0.0,65.003,5.568,5.568
2022-01-09,04:30,84.96,0.0,64.889,5.513,5.513
2022-01-09,05:00,85.344,0.0,62.6,5.343,5.343
2022-01-09,05:30,85.008,0.0,60.641,5.155,5.155
2022-01-09,06:00,85.08,0.21,59.595,5.058,5.07
2022-01-09,06:30,84.72,0.21,62.897,5.315,5.329
2022-01-09,07:00,85.224,1.795,64.791,5.405,5.522
2022-01-09,07:30,84.768,1.795,63.481,5.267,5.381
2022-01-09,08:00,85.656,2.46,60.999,5.075,5.225
2022-01-09,08:30,85.416,2.46,58.189,4.827,4.97
2022-01-09,09:00,85.776,2.465,58.729,4.893,5.038
2022-01-09,09:30,85.872,2.465,58.277,4.861,5.004
2022-01-09,10:00,86.328,2.765,66.043,5.519,5.701
2022-01-09,10:30,86.4,2.765,65.756,5.5,5.681
2022-01-09,11:00,87.048,6.845,66.01,5.294,5.746
2022-01-09,11:30,86.376,6.845,64.676,5.144,5.586
2022-01-09,12:00,87.216,10.12,65.319,5.036,5.697
2022-01-09,12:30,87.216,10.12,66.254,5.108,5.778
2022-01-09,13:00,86.952,10.725,67.265,5.127,5.849
2022-01-09,13:30,86.64,10.725,64.319,4.883,5.573
2022-01-09,14:00,88.104,7.715,63.33,5.091,5.58
2022-01-09,14:30,87.6,7.715,62.463,4.99,5.472
2022-01-09,15:00,88.08,5.16,62.336,5.169,5.491
2022-01-09,15:30,87.768,5.16,62.354,5.151,5.473
2022-01-09,16:00,88.224,4.605,61.88,5.174,5.459
2022-01-09,16:30,87.816,4.605,62.601,5.209,5.497
2022-01-09,17:00,87.288,6.325,63.332,5.128,5.528
2022-01-09,17:30,87.816,6.325,63.051,5.138,5.537
2022-01-09,18:00,87.816,4.61,63.397,5.275,5.567
2022-01-09,18:30,87.384,4.61,63.74,5.276,5.57
2022-01-09,19:00,87.216,2.97,64.34,5.42,5.611
2022-01-09,19:30,87.696,2.97,65.751,5.571,5.766
2022-01-09,20:00,87.096,1.035,67.105,5.775,5.845
2022-01-09,20:30,86.664,1.035,67.803,5.806,5.876
2022-01-09,21:00,86.904,0.0,62.169,5.403,5.403
2022-01-09,21:30,87.096,0.0,61.147,5.326,5.326
2022-01-09,22:00,86.184,0.0,57.131,4.924,4.924
2022-01-09,22:30,86.784,0.0,57.963,5.03,5.03
2022-01-09,23:00,87.312,0.0,59.058,5.156,5.156
2022-01-09,23:30,86.184,0.0,61.169,5.272,5.272
2022-01-10,00:00,86.472,0.0,62.085,5.369,5.369
2022-01-10,00:30,86.904,0.0,64.374,5.594,5.594
2022-01-10,01:00,87.048,0.0,64.471,5.612,5.612
2022-01-10,01:30,86.112,0.0,62.485,5.381,5.381
2022-01-10,02:00,86.256,0.0,57.841,4.989,4.989
2022-01-10,02:30,86.352,0.0,59.207,5.113,5.113
2022-01-10,03:00,86.736,0.0,60.22,5.223,5.223
2022-01-10,03:30,86.376,0.0,62.557,5.403,5.403
2022-01-10,04:00,85.68,0.0,62.846,5.385,5.385
2022-01-10,04:30,86.472,0.0,63.442,5.486,5.486
2022-01-10,05:00,86.16,0.0,64.265,5.537,5.537
2022-01-10,05:30,85.968,0.0,64.225,5.521,5.521
2022-01-10,06:00,86.448,0.17,73.556,6.346,6.359
2022-01-10,06:30,85.488,0.17,82.431,7.033,7.047
2022-01-10,07:00,85.872,1.76,87.331,7.346,7.499
2022-01-10,07:30,86.232,1.76,100.978,8.53,8.708
2022-01-10,08:00,85.896,3.25,102.496,8.471,8.804
